Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID,High_Risk_Flag,Risk Category
AGT91786886,Renewed,33,68,POL19587292,0,High Risk
AGT33015436,Pending,5,50,POL22301304,0,Medium Risk
AGT85952536,Renewed,48,30,POL25455063,0,Low Risk
AGT51823573,Pending,9,37,POL10635229,0,Medium Risk
AGT93767974,Renewed,46,11,POL98472964,0,Low Risk
AGT53097643,Pending,42,79,POL05444985,1,High Risk
AGT00412594,Renewed,37,14,POL00346770,0,Low Risk
AGT67301141,Pending,16,85,POL10547334,1,High Risk
AGT18948381,Pending,17,94,POL52411181,1,High Risk
AGT22474760,Pending,1,46,POL35189508,0,Medium Risk
AGT21201549,Not Renewed,13,36,POL19885981,0,Medium Risk
AGT53106428,Renewed,41,28,POL70622668,0,Low Risk
AGT13673056,Renewed,14,20,POL12811794,0,Low Risk
AGT37148310,Renewed,26,94,POL86559672,1,High Risk
AGT15311888,Not Renewed,26,48,POL50223733,0,Medium Risk
AGT24817559,Not Renewed,0,76,POL36595013,1,High Risk
AGT16426869,Renewed,17,84,POL75843997,1,High Risk
AGT95125488,Pending,41,27,POL89539579,0,Low Risk
AGT21680104,Not Renewed,26,81,POL33064834,1,High Risk
AGT58926308,Not Renewed,3,19,POL76388033,0,Low Risk
AGT38445429,Renewed,35,51,POL80458341,0,Medium Risk
AGT77257308,Not Renewed,4,65,POL32514074,0,High Risk
AGT45429290,Renewed,9,86,POL71130458,1,High Risk
AGT38447281,Not Renewed,25,19,POL74295287,0,Low Risk
AGT98193574,Renewed,40,44,POL66283142,0,Medium Risk
AGT03893815,Pending,8,17,POL93274437,0,Low Risk
AGT81724012,Pending,23,39,POL23241143,0,Medium Risk
AGT50833991,Not Renewed,32,99,POL73582345,1,High Risk
AGT93629395,Pending,50,37,POL22496499,0,Medium Risk
AGT24336071,Not Renewed,18,76,POL91516623,1,High Risk
AGT74584805,Renewed,39,10,POL24716865,0,Low Risk
AGT39694828,Not Renewed,23,97,POL99941160,1,High Risk
AGT72422447,Pending,33,82,POL29228697,1,High Risk
AGT04029990,Pending,37,75,POL97030178,1,High Risk
AGT35924166,Pending,31,62,POL92032315,0,High Risk
AGT15989515,Renewed,0,39,POL08033487,0,Medium Risk
AGT61048127,Not Renewed,27,41,POL83688461,0,Medium Risk
AGT39597137,Not Renewed,24,77,POL42688275,1,High Risk
AGT58933830,Pending,45,99,POL20270146,1,High Risk
AGT50087054,Pending,44,16,POL20843719,0,Low Risk
AGT38030592,Not Renewed,25,6,POL78506700,0,Low Risk
AGT09819686,Renewed,28,18,POL93758442,0,Low Risk
AGT15247343,Pending,10,50,POL24987681,0,Medium Risk
AGT80294331,Not Renewed,34,30,POL96246636,0,Low Risk
AGT78978044,Pending,33,57,POL31948487,0,Medium Risk
AGT55600380,Not Renewed,23,47,POL33850550,0,Medium Risk
AGT11053937,Renewed,50,61,POL21623003,0,High Risk
AGT18157352,Pending,20,82,POL09566109,1,High Risk
AGT43627793,Renewed,22,63,POL66161034,0,High Risk
AGT74274071,Pending,41,93,POL67789029,1,High Risk
AGT57446589,Renewed,38,63,POL81758339,0,High Risk
AGT09544613,Renewed,10,97,POL53331618,1,High Risk
AGT74506305,Not Renewed,14,10,POL41307729,0,Low Risk
AGT71336529,Pending,39,59,POL33299865,0,Medium Risk
AGT18034573,Renewed,27,50,POL40752676,0,Medium Risk
AGT00597275,Renewed,20,39,POL79429202,0,Medium Risk
AGT89363280,Pending,36,91,POL22220595,1,High Risk
AGT38800622,Pending,30,13,POL86063749,0,Low Risk
AGT37412040,Pending,41,3,POL76817780,0,Low Risk
AGT32233463,Renewed,31,56,POL73772747,0,Medium Risk
AGT68535167,Renewed,32,60,POL16231917,0,Medium Risk
AGT50533434,Not Renewed,23,83,POL94532652,1,High Risk
AGT22823619,Pending,26,49,POL91190170,0,Medium Risk
AGT22890087,Renewed,4,55,POL92547677,0,Medium Risk
AGT42389825,Not Renewed,27,32,POL11415777,0,Medium Risk
AGT35286853,Pending,10,66,POL54662210,0,High Risk
AGT32528662,Not Renewed,0,30,POL50893138,0,Low Risk
AGT14819904,Pending,38,8,POL58922928,0,Low Risk
AGT44466760,Not Renewed,27,16,POL07408282,0,Low Risk
AGT99174279,Pending,44,41,POL58697691,0,Medium Risk
AGT98323145,Renewed,32,56,POL14293644,0,Medium Risk
AGT35939387,Renewed,19,6,POL84921954,0,Low Risk
AGT21004378,Not Renewed,14,30,POL75706298,0,Low Risk
AGT34295180,Not Renewed,2,96,POL49450017,1,High Risk
AGT36949728,Not Renewed,42,12,POL04747372,0,Low Risk
AGT30319347,Renewed,13,26,POL23753951,0,Low Risk
AGT80749348,Pending,23,29,POL98798352,0,Low Risk
AGT47956245,Renewed,14,77,POL45453047,1,High Risk
AGT81207821,Not Renewed,30,14,POL34029193,0,Low Risk
AGT20996244,Not Renewed,50,70,POL14622039,1,High Risk
AGT87126729,Pending,5,74,POL35484461,1,High Risk
AGT71763216,Renewed,4,70,POL19625007,1,High Risk
AGT66350037,Not Renewed,6,63,POL68048439,0,High Risk
AGT91886108,Renewed,36,37,POL97321987,0,Medium Risk
AGT61126040,Not Renewed,50,97,POL07470252,1,High Risk
AGT07601807,Renewed,28,33,POL80906414,0,Medium Risk
AGT92467682,Not Renewed,17,86,POL83440343,1,High Risk
AGT71348949,Not Renewed,2,74,POL92817192,1,High Risk
AGT03473480,Pending,1,94,POL24735696,1,High Risk
AGT99192729,Pending,28,22,POL56295315,0,Low Risk
AGT51660442,Pending,11,6,POL08536084,0,Low Risk
AGT73865634,Renewed,25,43,POL73506805,0,Medium Risk
AGT35303040,Renewed,7,19,POL64655567,0,Low Risk
AGT70795160,Not Renewed,35,49,POL15357129,0,Medium Risk
AGT85128664,Not Renewed,20,3,POL95333136,0,Low Risk
AGT05843797,Pending,46,62,POL92690680,0,High Risk
AGT90067252,Not Renewed,6,38,POL73706161,0,Medium Risk
AGT09342661,Pending,27,89,POL61367608,1,High Risk
AGT26283585,Not Renewed,31,71,POL33328438,1,High Risk
AGT65630419,Not Renewed,6,79,POL63077601,1,High Risk
AGT65070882,Not Renewed,33,73,POL20742697,1,High Risk
AGT05175722,Not Renewed,23,42,POL28263562,0,Medium Risk
AGT60929565,Pending,14,94,POL07250865,1,High Risk
AGT35766654,Pending,33,98,POL33910335,1,High Risk
AGT55608553,Pending,3,94,POL41613938,1,High Risk
AGT37710949,Renewed,11,80,POL56060343,1,High Risk
AGT88135501,Renewed,32,100,POL17678286,1,High Risk
AGT90225977,Pending,21,88,POL99884356,1,High Risk
AGT54638243,Renewed,31,80,POL64233816,1,High Risk
AGT85988777,Not Renewed,33,67,POL54191606,0,High Risk
AGT07211934,Renewed,14,28,POL80364635,0,Low Risk
AGT93024661,Pending,16,24,POL27999053,0,Low Risk
AGT55657875,Renewed,46,94,POL68750121,1,High Risk
AGT16480099,Renewed,24,73,POL63818909,1,High Risk
AGT99893959,Renewed,26,50,POL51550482,0,Medium Risk
AGT80411153,Pending,26,57,POL82889617,0,Medium Risk
AGT42665660,Pending,2,71,POL28971853,1,High Risk
AGT34742688,Not Renewed,30,81,POL36334787,1,High Risk
AGT01335263,Pending,43,78,POL15506424,1,High Risk
AGT39635790,Renewed,14,34,POL73122537,0,Medium Risk
AGT14729748,Pending,7,5,POL82409345,0,Low Risk
AGT62005329,Renewed,39,30,POL19823419,0,Low Risk
AGT55579335,Not Renewed,32,71,POL91695176,1,High Risk
AGT96879410,Pending,28,47,POL68099694,0,Medium Risk
AGT03780850,Pending,34,68,POL62266023,0,High Risk
AGT54895863,Renewed,2,74,POL43318024,1,High Risk
AGT04260734,Not Renewed,36,9,POL18546067,0,Low Risk
AGT14787564,Renewed,40,27,POL43784976,0,Low Risk
AGT19442527,Renewed,38,84,POL21103923,1,High Risk
AGT41820852,Renewed,47,38,POL92837863,0,Medium Risk
AGT03359539,Pending,14,74,POL53750210,1,High Risk
AGT72991877,Pending,8,57,POL74597020,0,Medium Risk
AGT96173315,Pending,5,41,POL92351882,0,Medium Risk
AGT55715373,Renewed,10,64,POL24459389,0,High Risk
AGT63244107,Renewed,5,82,POL13218423,1,High Risk
AGT99904888,Not Renewed,26,89,POL50086773,1,High Risk
AGT88272277,Renewed,7,16,POL60541709,0,Low Risk
AGT17280931,Not Renewed,43,8,POL34052302,0,Low Risk
AGT57472486,Renewed,8,39,POL10236705,0,Medium Risk
AGT68623643,Pending,17,47,POL19552952,0,Medium Risk
AGT10274947,Renewed,42,87,POL30306030,1,High Risk
AGT46809645,Not Renewed,6,32,POL96996235,0,Medium Risk
AGT67071352,Not Renewed,6,14,POL78662239,0,Low Risk
AGT79163440,Pending,11,85,POL29271605,1,High Risk
AGT96691845,Not Renewed,39,10,POL28002736,0,Low Risk
AGT22333726,Renewed,19,91,POL85156451,1,High Risk
AGT04918313,Pending,33,88,POL40235413,1,High Risk
AGT22280433,Renewed,49,27,POL01226871,0,Low Risk
AGT58700191,Renewed,43,21,POL04051225,0,Low Risk
AGT40135711,Not Renewed,24,89,POL04612795,1,High Risk
AGT24811854,Renewed,2,61,POL17867504,0,High Risk
AGT00393928,Pending,4,55,POL32327074,0,Medium Risk
AGT01538154,Not Renewed,4,46,POL26404554,0,Medium Risk
AGT76641755,Pending,39,59,POL14697961,0,Medium Risk
AGT34416849,Renewed,49,52,POL36275848,0,Medium Risk
AGT40349859,Pending,21,82,POL13985907,1,High Risk
AGT36203921,Renewed,26,78,POL51851655,1,High Risk
AGT22242430,Renewed,22,46,POL24187970,0,Medium Risk
AGT94785024,Pending,34,61,POL99222365,0,High Risk
AGT08984907,Not Renewed,15,55,POL55964099,0,Medium Risk
AGT88160847,Renewed,12,24,POL30236803,0,Low Risk
AGT57795017,Renewed,1,22,POL14005154,0,Low Risk
AGT64734100,Renewed,4,20,POL26980875,0,Low Risk
AGT74898480,Not Renewed,3,85,POL87037802,1,High Risk
AGT53645356,Renewed,48,62,POL31317905,0,High Risk
AGT07969896,Renewed,0,12,POL75121871,0,Low Risk
AGT75725332,Pending,48,95,POL76278767,1,High Risk
AGT44295378,Not Renewed,43,25,POL73257652,0,Low Risk
AGT08327843,Pending,18,24,POL09641433,0,Low Risk
AGT84695524,Pending,22,33,POL32459505,0,Medium Risk
AGT95905567,Not Renewed,46,66,POL46550237,0,High Risk
AGT53005543,Pending,25,76,POL88593471,1,High Risk
AGT61779939,Not Renewed,33,79,POL87616796,1,High Risk
AGT53700944,Renewed,31,5,POL53680608,0,Low Risk
AGT04229507,Renewed,44,50,POL13181377,0,Medium Risk
AGT69222830,Pending,41,29,POL15636653,0,Low Risk
AGT22435679,Renewed,32,70,POL44476991,1,High Risk
AGT38876336,Renewed,23,43,POL30619857,0,Medium Risk
AGT09511466,Pending,43,67,POL23970822,0,High Risk
AGT25026983,Not Renewed,25,21,POL61725675,0,Low Risk
AGT23050291,Not Renewed,32,19,POL11516583,0,Low Risk
AGT90864274,Not Renewed,29,22,POL27425814,0,Low Risk
AGT65700771,Renewed,11,17,POL49437324,0,Low Risk
AGT61554855,Renewed,9,4,POL12536451,0,Low Risk
AGT14709746,Not Renewed,3,66,POL84291987,0,High Risk
AGT30398581,Pending,17,45,POL32942067,0,Medium Risk
AGT01213263,Pending,27,57,POL15886204,0,Medium Risk
AGT31432263,Renewed,46,5,POL29858612,0,Low Risk
AGT85783725,Not Renewed,41,7,POL78513544,0,Low Risk
AGT09675655,Pending,32,90,POL47222103,1,High Risk
AGT02200839,Renewed,40,9,POL25708156,0,Low Risk
AGT00231418,Pending,6,80,POL41605006,1,High Risk
AGT58252689,Not Renewed,21,49,POL25794151,0,Medium Risk
AGT00257096,Pending,9,71,POL75540698,1,High Risk
AGT79870918,Renewed,23,51,POL79812576,0,Medium Risk
AGT43475435,Not Renewed,29,63,POL96627466,0,High Risk
AGT23709346,Not Renewed,15,11,POL18134493,0,Low Risk
AGT88512728,Renewed,15,50,POL76432131,0,Medium Risk
AGT67552843,Not Renewed,1,13,POL79051924,0,Low Risk
AGT86508144,Pending,31,45,POL90691357,0,Medium Risk
AGT57343004,Pending,24,66,POL28778471,0,High Risk
AGT06133507,Pending,18,38,POL73016380,0,Medium Risk
AGT97857026,Renewed,10,6,POL53374047,0,Low Risk
AGT85433940,Not Renewed,12,35,POL73225608,0,Medium Risk
AGT90726414,Renewed,14,78,POL96974246,1,High Risk
AGT96655342,Renewed,38,63,POL14924574,0,High Risk
AGT46287314,Not Renewed,40,91,POL42903965,1,High Risk
AGT13703725,Renewed,33,89,POL95960706,1,High Risk
AGT75996769,Renewed,29,5,POL61950574,0,Low Risk
AGT11309214,Renewed,31,12,POL08851218,0,Low Risk
AGT46476944,Pending,43,5,POL89077589,0,Low Risk
AGT33811594,Not Renewed,7,67,POL21637751,0,High Risk
AGT00446436,Not Renewed,26,80,POL20698881,1,High Risk
AGT15223147,Not Renewed,31,90,POL55748934,1,High Risk
AGT38242528,Not Renewed,37,52,POL95603214,0,Medium Risk
AGT16581143,Renewed,46,7,POL97852810,0,Low Risk
AGT08573974,Renewed,47,70,POL95259508,1,High Risk
AGT85678288,Renewed,41,43,POL70372456,0,Medium Risk
AGT82144561,Renewed,4,4,POL78473646,0,Low Risk
AGT68107880,Pending,30,2,POL81550647,0,Low Risk
AGT50091681,Pending,31,39,POL95538571,0,Medium Risk
AGT67838470,Renewed,42,57,POL54792632,0,Medium Risk
AGT03150235,Pending,17,23,POL51614389,0,Low Risk
AGT80610201,Renewed,42,69,POL93746729,0,High Risk
AGT53627375,Not Renewed,30,85,POL39986645,1,High Risk
AGT14457211,Renewed,34,62,POL63446191,0,High Risk
AGT80133653,Not Renewed,42,52,POL90621293,0,Medium Risk
AGT31442801,Renewed,37,87,POL06557000,1,High Risk
AGT90621659,Pending,30,44,POL74630196,0,Medium Risk
AGT95476068,Pending,2,96,POL80607251,1,High Risk
AGT76769152,Renewed,11,46,POL84317936,0,Medium Risk
AGT30758651,Not Renewed,29,71,POL61335300,1,High Risk
AGT66152141,Not Renewed,39,79,POL32975893,1,High Risk
AGT87773425,Renewed,7,88,POL37847781,1,High Risk
AGT21183922,Renewed,40,53,POL29305592,0,Medium Risk
AGT45137341,Pending,17,73,POL43533359,1,High Risk
AGT71404529,Pending,33,4,POL94321832,0,Low Risk
AGT40778545,Not Renewed,26,26,POL97197934,0,Low Risk
AGT60460412,Not Renewed,26,28,POL87154495,0,Low Risk
AGT92383786,Not Renewed,8,76,POL12471063,1,High Risk
AGT68333855,Pending,43,41,POL15278197,0,Medium Risk
AGT70400645,Renewed,22,96,POL07509618,1,High Risk
AGT42173074,Pending,31,60,POL82016751,0,Medium Risk
AGT60201363,Not Renewed,17,69,POL87297483,0,High Risk
AGT82068467,Not Renewed,30,58,POL93996885,0,Medium Risk
AGT14822780,Pending,18,73,POL96567148,1,High Risk
AGT04970507,Not Renewed,8,94,POL71968618,1,High Risk
AGT13715260,Not Renewed,19,44,POL23145476,0,Medium Risk
AGT25609530,Pending,28,31,POL01386021,0,Medium Risk
AGT35967047,Renewed,41,9,POL23294354,0,Low Risk
AGT67804018,Not Renewed,26,23,POL33326034,0,Low Risk
AGT72187203,Not Renewed,15,32,POL94564854,0,Medium Risk
AGT25865674,Pending,47,45,POL60645383,0,Medium Risk
AGT66923585,Pending,4,80,POL15598942,1,High Risk
AGT36913046,Not Renewed,8,61,POL43061696,0,High Risk
AGT56217943,Renewed,10,37,POL29030221,0,Medium Risk
AGT07591775,Pending,20,43,POL38108331,0,Medium Risk
AGT19725610,Pending,49,52,POL39644432,0,Medium Risk
AGT39758645,Renewed,34,61,POL89576605,0,High Risk
AGT01972154,Renewed,12,25,POL02588835,0,Low Risk
AGT14433594,Renewed,49,64,POL64841687,0,High Risk
AGT03739016,Not Renewed,14,55,POL42043650,0,Medium Risk
AGT71928337,Pending,37,4,POL62636182,0,Low Risk
AGT86777320,Not Renewed,9,46,POL27279632,0,Medium Risk
AGT60179301,Renewed,33,26,POL70823691,0,Low Risk
AGT65428722,Pending,13,91,POL96336690,1,High Risk
AGT25320425,Pending,32,91,POL61653642,1,High Risk
AGT91775349,Pending,4,13,POL80552860,0,Low Risk
AGT88732885,Renewed,30,21,POL59968630,0,Low Risk
AGT41624751,Pending,41,30,POL88583388,0,Low Risk
AGT92235965,Pending,44,30,POL59915049,0,Low Risk
AGT31686543,Renewed,32,70,POL17484037,1,High Risk
AGT21785096,Not Renewed,47,82,POL84705908,1,High Risk
AGT33716201,Not Renewed,39,32,POL89513880,0,Medium Risk
AGT17326060,Not Renewed,13,60,POL97001754,0,Medium Risk
AGT33379842,Renewed,21,7,POL51514265,0,Low Risk
AGT95605472,Not Renewed,0,10,POL66621880,0,Low Risk
AGT97314805,Pending,43,47,POL21697182,0,Medium Risk
AGT03529932,Not Renewed,16,94,POL21259654,1,High Risk
AGT37287894,Pending,3,6,POL08580196,0,Low Risk
AGT03550364,Renewed,35,28,POL63731012,0,Low Risk
AGT02262547,Not Renewed,48,28,POL78271323,0,Low Risk
AGT88114193,Pending,25,62,POL48926274,0,High Risk
AGT02361245,Renewed,44,84,POL99664598,1,High Risk
AGT90960138,Not Renewed,14,48,POL20384996,0,Medium Risk
AGT41682329,Not Renewed,42,67,POL54693555,0,High Risk
AGT22569115,Renewed,20,24,POL70838123,0,Low Risk
AGT60391195,Pending,16,4,POL68176363,0,Low Risk
AGT09529307,Pending,42,31,POL95217332,0,Medium Risk
AGT96664995,Not Renewed,12,86,POL34252252,1,High Risk
AGT24486850,Not Renewed,15,44,POL37389130,0,Medium Risk
AGT10780986,Pending,40,98,POL07659221,1,High Risk
AGT05958678,Pending,26,82,POL09607318,1,High Risk
AGT61303725,Not Renewed,44,50,POL70067654,0,Medium Risk
AGT40340103,Pending,5,9,POL16952291,0,Low Risk
AGT95083922,Pending,33,76,POL17608599,1,High Risk
AGT60347583,Renewed,11,98,POL32615380,1,High Risk
AGT16616199,Renewed,36,92,POL55902077,1,High Risk
AGT86515849,Pending,19,1,POL43919084,0,Low Risk
AGT15219497,Pending,12,86,POL13714686,1,High Risk
AGT51025245,Not Renewed,43,13,POL24379753,0,Low Risk
AGT74561168,Not Renewed,40,52,POL37273057,0,Medium Risk
AGT09458153,Renewed,48,60,POL93648130,0,Medium Risk
AGT99319134,Renewed,26,25,POL55835566,0,Low Risk
AGT43994510,Renewed,47,90,POL92681233,1,High Risk
AGT09515236,Renewed,2,42,POL93664406,0,Medium Risk
AGT39432830,Not Renewed,12,100,POL41653230,1,High Risk
AGT10963377,Renewed,3,78,POL21555765,1,High Risk
AGT11840076,Renewed,50,58,POL95423471,0,Medium Risk
AGT64157525,Pending,28,83,POL11213350,1,High Risk
AGT52696939,Renewed,37,55,POL96199552,0,Medium Risk
AGT56005486,Not Renewed,5,99,POL87403086,1,High Risk
AGT11573712,Renewed,30,87,POL89758388,1,High Risk
AGT23025300,Renewed,42,1,POL85601999,0,Low Risk
AGT50641947,Renewed,43,24,POL50872071,0,Low Risk
AGT34553286,Renewed,5,63,POL23271527,0,High Risk
AGT73903716,Not Renewed,32,73,POL75284988,1,High Risk
AGT12377728,Pending,17,97,POL51039104,1,High Risk
AGT70367372,Not Renewed,39,15,POL15247636,0,Low Risk
AGT88260581,Not Renewed,38,93,POL12056494,1,High Risk
AGT95505249,Pending,24,99,POL21096529,1,High Risk
AGT50943026,Renewed,45,62,POL29704529,0,High Risk
AGT93593494,Renewed,49,5,POL22522651,0,Low Risk
AGT90078503,Renewed,44,71,POL40155736,1,High Risk
AGT00652387,Not Renewed,10,12,POL29470118,0,Low Risk
AGT42573034,Renewed,23,38,POL87445905,0,Medium Risk
AGT74040468,Pending,11,30,POL02926047,0,Low Risk
AGT44597561,Not Renewed,13,18,POL65656910,0,Low Risk
AGT92217466,Renewed,3,99,POL71504244,1,High Risk
AGT03539544,Renewed,49,66,POL27988636,0,High Risk
AGT45077191,Not Renewed,19,96,POL40320596,1,High Risk
AGT36770106,Pending,18,71,POL07215641,1,High Risk
AGT59588328,Pending,31,15,POL47838215,0,Low Risk
AGT42297949,Pending,21,74,POL10731593,1,High Risk
AGT40756421,Renewed,23,2,POL92218615,0,Low Risk
AGT48289546,Renewed,48,80,POL37666205,1,High Risk
AGT40479689,Not Renewed,45,62,POL69427919,0,High Risk
AGT98548134,Pending,28,18,POL29993228,0,Low Risk
AGT00623750,Pending,46,97,POL65599191,1,High Risk
AGT93991863,Renewed,49,22,POL77181254,0,Low Risk
AGT42981765,Renewed,44,50,POL86063737,0,Medium Risk
AGT55545318,Not Renewed,14,51,POL32797362,0,Medium Risk
AGT55751964,Pending,37,79,POL55669531,1,High Risk
AGT84069946,Not Renewed,43,33,POL46471813,0,Medium Risk
AGT29845520,Renewed,10,2,POL88939941,0,Low Risk
AGT59147879,Renewed,49,28,POL64074481,0,Low Risk
AGT39964352,Renewed,48,55,POL21075384,0,Medium Risk
AGT98588610,Not Renewed,12,31,POL08139860,0,Medium Risk
AGT97219225,Renewed,39,64,POL55647153,0,High Risk
AGT13532913,Pending,28,25,POL28972573,0,Low Risk
AGT51942151,Pending,12,98,POL10536970,1,High Risk
AGT69565975,Not Renewed,42,27,POL81591533,0,Low Risk
AGT56173374,Pending,16,48,POL02394133,0,Medium Risk
AGT16286294,Not Renewed,3,80,POL19065185,1,High Risk
AGT69133528,Renewed,7,65,POL00505647,0,High Risk
AGT10728438,Pending,2,20,POL77615457,0,Low Risk
AGT76262929,Renewed,30,3,POL74071022,0,Low Risk
AGT06992279,Renewed,25,68,POL41379408,0,High Risk
AGT74293002,Not Renewed,4,52,POL12475138,0,Medium Risk
AGT99625729,Renewed,40,62,POL74496346,0,High Risk
AGT69616013,Pending,2,49,POL04837231,0,Medium Risk
AGT15200165,Renewed,12,6,POL05660651,0,Low Risk
AGT77866261,Not Renewed,35,65,POL89719894,0,High Risk
AGT26221449,Renewed,8,35,POL96170199,0,Medium Risk
AGT98838305,Renewed,24,85,POL41060251,1,High Risk
AGT23344170,Not Renewed,34,31,POL18868459,0,Medium Risk
AGT88948030,Not Renewed,32,42,POL32621380,0,Medium Risk
AGT27751108,Not Renewed,39,25,POL40612562,0,Low Risk
AGT38615209,Not Renewed,34,77,POL08724015,1,High Risk
AGT33658631,Renewed,37,15,POL50628119,0,Low Risk
AGT14439400,Renewed,44,97,POL14320642,1,High Risk
AGT16171276,Renewed,11,68,POL76419582,0,High Risk
AGT97696310,Not Renewed,33,10,POL41060024,0,Low Risk
AGT82948644,Renewed,11,28,POL26018976,0,Low Risk
AGT98202723,Not Renewed,5,11,POL64571358,0,Low Risk
AGT54364363,Renewed,32,98,POL48601537,1,High Risk
AGT99813352,Pending,27,19,POL42310944,0,Low Risk
AGT95015644,Pending,49,61,POL69162371,0,High Risk
AGT14829213,Renewed,42,20,POL01286767,0,Low Risk
AGT17058955,Renewed,24,35,POL64810571,0,Medium Risk
AGT34561941,Renewed,4,1,POL89122177,0,Low Risk
AGT97763161,Renewed,5,30,POL79694527,0,Low Risk
AGT03024497,Renewed,30,65,POL69697487,0,High Risk
AGT86962471,Pending,4,51,POL03258103,0,Medium Risk
AGT32223804,Pending,30,7,POL60442059,0,Low Risk
AGT69563556,Pending,47,42,POL42381985,0,Medium Risk
AGT88853601,Renewed,20,74,POL18573494,1,High Risk
AGT84930544,Not Renewed,3,20,POL26556756,0,Low Risk
AGT79182956,Not Renewed,46,82,POL41122818,1,High Risk
AGT37027754,Not Renewed,33,54,POL51196030,0,Medium Risk
AGT58255298,Not Renewed,40,95,POL22971583,1,High Risk
AGT13987561,Renewed,15,60,POL83860935,0,Medium Risk
AGT22307952,Not Renewed,39,9,POL50249567,0,Low Risk
AGT81892637,Renewed,40,56,POL14375440,0,Medium Risk
AGT88579352,Not Renewed,49,41,POL30790566,0,Medium Risk
AGT04681471,Renewed,37,63,POL29207851,0,High Risk
AGT27145927,Not Renewed,29,2,POL06264444,0,Low Risk
AGT72019617,Not Renewed,49,86,POL40546562,1,High Risk
AGT46738422,Renewed,28,94,POL54888103,1,High Risk
AGT03505997,Not Renewed,35,60,POL10270922,0,Medium Risk
AGT15941943,Not Renewed,10,47,POL00988998,0,Medium Risk
AGT67835446,Not Renewed,42,92,POL38068729,1,High Risk
AGT47138586,Pending,4,34,POL59133003,0,Medium Risk
AGT22736575,Pending,27,75,POL75460780,1,High Risk
AGT05930239,Renewed,15,71,POL27371029,1,High Risk
AGT86206467,Renewed,32,20,POL23926738,0,Low Risk
AGT68461915,Pending,15,82,POL70529223,1,High Risk
AGT83095565,Not Renewed,3,33,POL37551406,0,Medium Risk
AGT05443461,Renewed,47,84,POL32023528,1,High Risk
AGT19480227,Pending,26,74,POL72160621,1,High Risk
AGT12091525,Pending,7,50,POL06742969,0,Medium Risk
AGT25854131,Renewed,23,62,POL96459344,0,High Risk
AGT76167924,Not Renewed,29,14,POL39463277,0,Low Risk
AGT15559919,Not Renewed,19,14,POL94843890,0,Low Risk
AGT87580357,Pending,50,58,POL68032532,0,Medium Risk
AGT04369785,Not Renewed,41,43,POL32652128,0,Medium Risk
AGT84665111,Pending,50,46,POL96157939,0,Medium Risk
AGT88828795,Not Renewed,5,1,POL44693402,0,Low Risk
AGT00195621,Pending,19,55,POL00574978,0,Medium Risk
AGT00900445,Not Renewed,0,43,POL81088577,0,Medium Risk
AGT16144117,Pending,21,90,POL87905050,1,High Risk
AGT53472540,Not Renewed,15,95,POL31410779,1,High Risk
AGT59582264,Renewed,4,96,POL68966328,1,High Risk
AGT01391548,Pending,45,90,POL94833136,1,High Risk
AGT66406073,Renewed,2,15,POL89072031,0,Low Risk
AGT85645743,Not Renewed,42,95,POL27953445,1,High Risk
AGT27568603,Pending,39,59,POL55696704,0,Medium Risk
AGT00615369,Pending,27,26,POL65580473,0,Low Risk
AGT54025424,Renewed,13,84,POL94995920,1,High Risk
AGT04892962,Not Renewed,44,23,POL61860863,0,Low Risk
AGT76409795,Not Renewed,32,90,POL76497051,1,High Risk
AGT38503130,Not Renewed,13,37,POL43899916,0,Medium Risk
AGT71464436,Not Renewed,0,67,POL07269775,0,High Risk
AGT45682596,Not Renewed,50,72,POL28055319,1,High Risk
AGT87648672,Pending,34,29,POL88351498,0,Low Risk
AGT17681629,Pending,38,8,POL06589548,0,Low Risk
AGT02142510,Renewed,10,96,POL62975381,1,High Risk
AGT31652849,Renewed,6,45,POL50109489,0,Medium Risk
AGT56250166,Renewed,23,55,POL25608418,0,Medium Risk
AGT31869423,Renewed,26,72,POL99316807,1,High Risk
AGT92373562,Renewed,22,57,POL92010461,0,Medium Risk
AGT71602352,Pending,12,37,POL50049784,0,Medium Risk
AGT12532908,Pending,45,5,POL33870558,0,Low Risk
AGT11760013,Renewed,18,67,POL43491977,0,High Risk
AGT27774618,Pending,44,60,POL04292509,0,Medium Risk
AGT80450529,Pending,1,51,POL46854122,0,Medium Risk
AGT93060680,Pending,36,27,POL72720820,0,Low Risk
AGT69258831,Not Renewed,3,80,POL35635488,1,High Risk
AGT79442434,Pending,31,72,POL07837542,1,High Risk
AGT92826777,Renewed,27,69,POL36469659,0,High Risk
AGT77173574,Renewed,8,70,POL34373487,1,High Risk
AGT07210536,Not Renewed,20,17,POL68508137,0,Low Risk
AGT77634289,Pending,37,84,POL02435283,1,High Risk
AGT13962658,Not Renewed,47,55,POL90026069,0,Medium Risk
AGT30744195,Pending,19,96,POL73247469,1,High Risk
AGT88140992,Renewed,9,72,POL12707693,1,High Risk
AGT72317886,Renewed,20,26,POL31865352,0,Low Risk
AGT41282312,Renewed,2,34,POL43817285,0,Medium Risk
AGT30488588,Renewed,49,13,POL31617311,0,Low Risk
AGT60855997,Renewed,11,56,POL58266398,0,Medium Risk
AGT59089359,Pending,5,56,POL94555399,0,Medium Risk
AGT66703675,Not Renewed,33,14,POL65809589,0,Low Risk
